record_id,date,day_index,week_index,division,district,upazila_city,ward_or_cluster,settlement_type,latitude,longitude,area_km2,total_population,population_density_per_km2,children_6_59m,children_under2,infants_6_8m,school_age_children_5_14,households,avg_household_size,slum_density_index,poverty_index,caregiver_literacy_rate,caregiver_phone_access_rate,mobile_population_index,hard_to_reach_index,road_access_score,flood_or_rain_access_risk,market_count,school_count,mosque_count,factory_count,community_health_volunteers,historical_epi_coverage,mr1_coverage_baseline,mr2_coverage_baseline,current_campaign_coverage,campaign_target_children,registered_children,immunization_card_available_rate,estimated_zero_dose_children,estimated_under_vaccinated_children,defaulter_children,missed_epi_sessions_30d,days_since_last_campaign,refusal_rate,absent_rate,field_followup_rate,cold_chain_outage_last_30d_flag,suspected_cases_today,confirmed_cases_today,deaths_today,cases_under5_today,cases_under2_today,infant_cases_today,rash_fever_reports_today,lab_tests_today,test_positivity_rate,cases_last7,confirmed_last7,deaths_last7,case_growth_7d_pct,rt_estimate,attack_rate_per_10000,contact_cluster_count,school_cluster_flag,market_cluster_flag,adjacent_high_risk_area_count,community_rumor_reports_7d,dominant_rumor_topic,community_sentiment_score,facility_id,nearest_health_facility,distance_to_nearest_facility_km,avg_travel_time_to_facility_min,vaccination_sites_active,mobile_teams_available,vaccinators_available,team_hours_available_today,vaccine_stock_mr_doses,doses_received_today,doses_used_today,doses_wasted_today,wastage_rate,cold_chain_capacity_doses,fridge_temp_avg_c,fridge_temp_excursion_count_7d,generator_available_flag,days_of_stock_remaining,stockout_risk_score,recommended_doses_needed_7d,vaccine_shortfall_7d,priority_shipment_flag,suggested_reallocation_from_facility,suggested_reallocation_to_facility,households_visited_today,children_screened_today,children_vaccinated_today,children_absent_today,children_refused_today,followup_households,estimated_households_to_visit_tomorrow,estimated_children_to_reach_tomorrow,doses_to_carry_tomorrow,daily_route_km_recommended,route_priority_rank,route_plan_text,nearest_hospital_id,nearest_hospital_name,distance_to_nearest_hospital_km,pediatric_beds_total,pediatric_beds_available,oxygen_cylinders_available,picu_beds_total,picu_beds_available,measles_admissions_today,total_pediatric_admissions_today,predicted_measles_admissions_7d,predicted_oxygen_demand_7d,picu_pressure_score,hospital_surge_risk_level,zero_dose_risk_score,outbreak_priority_score,forecast_cases_next_7d,forecast_cases_next_14d,forecast_growth_next_7d_pct,risk_level_next_week,scenario_80pct_coverage_cases_14d,scenario_90pct_coverage_cases_14d,scenario_95pct_coverage_cases_14d,expected_cases_averted_if_95pct,model_recommended_action,alert_flags_json,community_notes,ai_generated_field_brief,public_message_template_bn,data_quality_score,synthetic_data_flag
ZMC-032-052,2026-05-05,52,8,Dhaka,Dhaka,Dhaka North City,Mirpur Section 11 North Sector,dense_urban,23.829858,90.364893,2.37,48996,20667,4028,2509,430,7104,9853,4.97,0.762,0.685,0.603,0.629,0.696,0.618,0.36,0.288,5,10,15,1,5,0.897,0.777,0.759,0.662,4028,2216,0.541,1254,136,300,5,30,0.117,0.25,0.862,0,4,1,0,2,1,0,5,2,0.5,30,6,0,-3.2,1.195,6.123,4,0,0,3,11,none,0.031,DNCC-02-N,Mirpur EPI Center,7.63,121,4,6,24,160,143,0,352,7,0.019,2070,5.04,1,1,0.41,0.941,749,606,1,lower-risk district store,DNCC-02-N,1376,1692,352,92,38,139,104,75,82,22.48,42,Start at Mirpur EPI Center; visit highest-risk blocks in Mirpur Section 11 North Sector; prioritize absent/refusal follow-ups; carry 82 MR doses; sync offline forms after route.,H-DHK-02,Shaheed Suhrawardy Medical College,12.98,100,16,41,8,1,0,16,8,3,0.493,moderate,0.465,0.578,22,28,-26.7,moderate,20,15,11,17,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Mirpur Section 11 North Sector has dense urban conditions, 1254 estimated zero-dose children, 30 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 75 children, 104 households, stockout risk 0.941, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.698,True
ZMC-033-052,2026-05-05,52,8,Dhaka,Dhaka,Dhaka South City,Jatrabari East North Sector,dense_urban,23.699009,90.413104,1.97,39397,19976,4406,2136,361,5632,8375,4.7,0.857,0.724,0.594,0.626,0.754,0.677,0.269,0.289,7,6,8,2,3,0.794,0.709,0.649,0.564,4406,2423,0.407,1999,207,844,2,30,0.144,0.294,0.663,0,7,2,1,5,3,1,8,4,0.5,71,16,4,-9.0,1.164,18.022,10,1,1,3,7,fever_after_vaccine_fear,-0.315,DSCC-01-N,Jatrabari Health Post,6.74,139,3,6,18,123,0,0,240,7,0.028,3910,5.69,0,1,0.0,1,1279,1279,1,lower-risk district store,DSCC-01-N,615,659,217,17,18,52,175,88,97,22.38,33,Start at Jatrabari Health Post; visit highest-risk blocks in Jatrabari East North Sector; prioritize absent/refusal follow-ups; carry 97 MR doses; sync offline forms after route.,H-DHK-03,Mugda Medical College Hospital,9.81,220,47,56,15,3,1,13,14,3,0.448,moderate,0.57,0.671,54,58,-23.9,high,41,32,23,35,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Jatrabari East North Sector has dense urban conditions, 1999 estimated zero-dose children, 71 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Reallocate MR stock immediately. Target 88 children, 175 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.7,True
ZMC-034-052,2026-05-05,52,8,Dhaka,Dhaka,Dhaka South City,Kamrangirchar Riverside North Sector,urban_slum,23.739122,90.350546,1.62,60895,37611,4953,2608,407,8237,12652,4.81,0.924,0.786,0.536,0.564,0.919,0.812,0.12,0.283,8,13,17,3,3,0.825,0.694,0.625,0.54,4953,2724,0.48,1888,251,537,1,30,0.159,0.356,0.618,1,14,4,0,11,4,2,14,6,0.667,106,35,2,10.4,1.576,17.407,12,1,0,6,10,none,-0.065,DSCC-02-N,Kamrangirchar Community Clinic,9.37,232,3,6,22,145,0,1084,1084,82,0.07,2624,6.37,3,0,0.0,1,1254,1254,1,lower-risk district store,DSCC-02-N,820,610,192,47,19,83,124,72,82,25.8,29,Start at Kamrangirchar Community Clinic; visit highest-risk blocks in Kamrangirchar Riverside North Sector; prioritize absent/refusal follow-ups; carry 82 MR doses; sync offline forms after route.,H-DHK-04,Sir Salimullah Medical College,17.9,220,17,114,7,1,0,16,22,6,0.507,moderate,0.603,0.714,114,168,7.5,high,120,95,69,99,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""cold_chain_temperature_excursion""]","Synthetic note: Kamrangirchar Riverside North Sector has urban slum conditions, 1888 estimated zero-dose children, 106 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 72 children, 124 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.673,True
ZMC-035-052,2026-05-05,52,8,Dhaka,Dhaka,Dhaka North City,Tejgaon Industrial Area North Sector,industrial_urban,23.779077,90.411271,1.67,29863,17917,3338,1384,182,3929,5521,5.41,0.787,0.733,0.594,0.707,0.776,0.643,0.44,0.32,4,6,8,4,3,0.811,0.754,0.653,0.662,3338,1835,0.48,1238,157,444,5,30,0.157,0.258,0.699,0,3,0,0,2,0,0,3,1,0.0,36,7,0,24.1,1.442,12.055,3,0,0,3,7,religious_concern,-0.24,DNCC-03-N,Tejgaon Health Center,6.95,128,3,7,23,139,0,0,562,19,0.033,1696,5.37,0,0,0.0,1,653,653,1,lower-risk district store,DNCC-03-N,1228,808,127,45,22,83,54,33,36,21.15,30,Start at Tejgaon Health Center; visit highest-risk blocks in Tejgaon Industrial Area North Sector; prioritize absent/refusal follow-ups; carry 36 MR doses; sync offline forms after route.,H-DHK-01,Dhaka Shishu Hospital,15.27,60,2,15,2,0,0,8,12,3,0.706,high,0.534,0.698,35,45,-2.8,high,32,25,18,27,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Tejgaon Industrial Area North Sector has industrial urban conditions, 1238 estimated zero-dose children, 36 suspected cases in last 7 days, rumor topic: religious_concern.","Tomorrow focus: Reallocate MR stock immediately. Target 33 children, 54 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.659,True
ZMC-036-052,2026-05-05,52,8,Dhaka,Dhaka,Savar Upazila,Hemayetpur Worker Colony North Sector,peri_urban,23.80077,90.251379,3.37,34302,10192,3205,1500,309,4111,8179,4.19,0.656,0.656,0.562,0.61,0.648,0.53,0.559,0.279,4,8,12,5,2,0.867,0.73,0.699,0.587,3205,1881,0.551,1443,128,577,2,30,0.1,0.239,0.695,0,5,2,0,4,2,0,5,1,2.0,41,13,0,13.9,1.518,11.953,4,1,0,3,8,none,0.087,SAV-01-N,Hemayetpur Union Health Center,5.31,80,2,6,19,138,0,0,0,0,0.0,2044,5.88,2,0,0.0,1,857,857,1,lower-risk district store,SAV-01-N,604,671,0,33,10,55,137,91,98,18.06,28,Start at Hemayetpur Union Health Center; visit highest-risk blocks in Hemayetpur Worker Colony North Sector; prioritize absent/refusal follow-ups; carry 98 MR doses; sync offline forms after route.,H-DHK-05,Savar Upazila Health Complex,6.52,28,1,5,1,0,0,3,14,7,1,critical,0.48,0.721,43,66,4.9,high,47,37,27,39,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk""]","Synthetic note: Hemayetpur Worker Colony North Sector has peri urban conditions, 1443 estimated zero-dose children, 41 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 91 children, 137 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.77,True
ZMC-037-052,2026-05-05,52,8,Dhaka,Dhaka,Keraniganj Upazila,Agangarh Bazaar Area North Sector,peri_urban,23.697414,90.344103,2.59,17086,6585,1394,752,121,2104,3584,4.77,0.689,0.611,0.658,0.653,0.605,0.505,0.518,0.184,2,6,7,0,4,0.827,0.778,0.655,0.686,1394,768,0.531,378,78,192,2,30,0.137,0.283,0.815,0,1,0,0,0,0,0,2,0,0,10,0,0,-47.4,0.719,5.853,1,0,0,3,6,fertility_myth,-0.402,KER-01-N,Agangarh EPI Booth,5.71,75,3,6,19,104,0,0,125,4,0.031,1099,5.42,2,1,0.0,1,188,188,1,lower-risk district store,KER-01-N,1043,981,125,70,14,87,15,10,11,15.23,55,Start at Agangarh EPI Booth; visit highest-risk blocks in Agangarh Bazaar Area North Sector; prioritize absent/refusal follow-ups; carry 11 MR doses; sync offline forms after route.,H-DHK-06,Keraniganj Upazila Health Complex,9.55,35,2,21,2,0,0,1,2,0,0.469,moderate,0.446,0.452,6,6,-40.0,moderate,4,3,2,4,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Agangarh Bazaar Area North Sector has peri urban conditions, 378 estimated zero-dose children, 10 suspected cases in last 7 days, rumor topic: fertility_myth.","Tomorrow focus: Reallocate MR stock immediately. Target 10 children, 15 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.73,True
ZMC-038-052,2026-05-05,52,8,Gazipur,Dhaka,Gazipur City,Tongi Factory Belt North Sector,industrial_urban,23.905796,90.422473,3.09,54768,17719,5279,2945,425,8010,11259,4.86,0.783,0.712,0.613,0.683,0.859,0.715,0.357,0.329,8,12,12,7,4,0.841,0.723,0.649,0.608,5279,2903,0.426,1916,253,894,4,30,0.14,0.332,0.775,0,7,1,0,5,2,1,7,2,0.5,61,13,0,-35.8,1.01,11.138,6,0,0,2,9,none,-0.188,GCC-01-N,Tongi Urban Health Center,8.49,105,4,5,17,101,134,834,672,28,0.04,2836,6.11,0,0,0.2,1,1037,903,1,lower-risk district store,GCC-01-N,456,505,134,25,10,52,77,45,50,25.27,32,Start at Tongi Urban Health Center; visit highest-risk blocks in Tongi Factory Belt North Sector; prioritize absent/refusal follow-ups; carry 50 MR doses; sync offline forms after route.,H-GAZ-01,Gazipur Shaheed Tajuddin Medical College,8.99,180,15,45,10,0,0,25,14,5,0.531,moderate,0.544,0.68,41,42,-32.8,high,30,23,17,25,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Tongi Factory Belt North Sector has industrial urban conditions, 1916 estimated zero-dose children, 61 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 45 children, 77 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.641,True
ZMC-039-052,2026-05-05,52,8,Gazipur,Dhaka,Gazipur Sadar,Board Bazar Area North Sector,peri_urban,23.97887,90.376254,3.66,23221,6347,2067,1111,173,2689,4942,4.7,0.685,0.618,0.645,0.602,0.579,0.517,0.479,0.279,3,4,7,2,4,0.871,0.837,0.711,0.739,2067,1182,0.588,463,111,116,6,30,0.138,0.232,0.779,0,3,1,0,2,1,0,4,1,1.0,28,4,2,133.3,2.191,12.058,4,0,0,3,8,none,-0.12,GAZ-01-N,Board Bazar Clinic,5.67,120,2,4,13,72,0,0,0,0,0.0,1764,5.01,0,1,0.0,1,394,394,1,lower-risk district store,GAZ-01-N,478,331,0,16,8,29,49,27,29,15.83,32,Start at Board Bazar Clinic; visit highest-risk blocks in Board Bazar Area North Sector; prioritize absent/refusal follow-ups; carry 29 MR doses; sync offline forms after route.,H-GAZ-01,Gazipur Shaheed Tajuddin Medical College,18.58,140,17,28,10,1,0,13,14,4,0.546,moderate,0.418,0.68,42,92,50.0,high,66,52,37,55,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Board Bazar Area North Sector has peri urban conditions, 463 estimated zero-dose children, 28 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 27 children, 49 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.757,True
ZMC-040-052,2026-05-05,52,8,Chattogram,Chattogram,Chattogram City,Halishahar Ward North Sector,dense_urban,22.340139,91.789454,2.64,46138,17464,3842,1639,412,6715,9015,5.12,0.766,0.675,0.637,0.69,0.617,0.522,0.511,0.238,5,7,14,5,5,0.846,0.807,0.709,0.688,3842,2128,0.562,1148,162,470,3,30,0.139,0.234,0.847,0,2,0,0,1,0,0,2,1,0.0,22,3,0,-8.3,1.257,4.768,3,0,0,3,7,vaccine_causes_measles_myth,-0.231,CCC-01-N,Halishahar Health Center,4.88,73,3,7,24,149,6,0,316,10,0.031,2191,4.47,0,0,0.02,1,662,656,1,lower-risk district store,CCC-01-N,1330,1547,316,73,29,109,59,35,38,16.24,48,Start at Halishahar Health Center; visit highest-risk blocks in Halishahar Ward North Sector; prioritize absent/refusal follow-ups; carry 38 MR doses; sync offline forms after route.,H-CTG-01,Chattogram Medical College Hospital,10.69,180,6,56,10,1,0,8,7,2,0.436,moderate,0.46,0.522,18,18,-18.2,moderate,12,10,7,11,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Halishahar Ward North Sector has dense urban conditions, 1148 estimated zero-dose children, 22 suspected cases in last 7 days, rumor topic: vaccine_causes_measles_myth.","Tomorrow focus: Reallocate MR stock immediately. Target 35 children, 59 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.77,True
ZMC-041-052,2026-05-05,52,8,Chattogram,Chattogram,Chattogram City,Pahartali Settlement North Sector,urban_slum,22.362756,91.818532,1.77,95632,54072,8577,4749,940,12000,17749,5.39,0.871,0.725,0.594,0.634,0.852,0.756,0.19,0.298,12,15,25,4,11,0.801,0.69,0.625,0.561,8577,4717,0.432,3289,424,1763,3,30,0.153,0.313,0.94,0,20,4,1,14,10,4,21,7,0.571,182,48,6,2.2,1.323,19.031,24,0,1,3,9,none,-0.009,CCC-02-N,Pahartali EPI Post,8.77,204,4,5,19,128,0,0,0,0,0.0,6396,4.88,0,1,0.0,1,2533,2533,1,lower-risk district store,CCC-02-N,570,343,0,24,5,40,161,121,130,24.84,25,Start at Pahartali EPI Post; visit highest-risk blocks in Pahartali Settlement North Sector; prioritize absent/refusal follow-ups; carry 130 MR doses; sync offline forms after route.,H-CTG-01,Chattogram Medical College Hospital,12.65,100,12,53,3,0,3,10,36,17,0.942,critical,0.579,0.749,161,202,-11.5,high,145,114,83,119,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk""]","Synthetic note: Pahartali Settlement North Sector has urban slum conditions, 3289 estimated zero-dose children, 182 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 121 children, 161 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.624,True
ZMC-042-052,2026-05-05,52,8,Coxs Bazar,Chattogram,Coxs Bazar Sadar,Kutupalong Fringe North Sector,camp_fringe,21.200857,92.163183,4.37,153308,35077,12627,6737,1128,17237,32507,4.72,0.986,0.925,0.521,0.566,0.943,0.806,0.22,0.355,18,26,35,7,15,0.759,0.613,0.544,0.489,12627,6944,0.338,5695,769,1936,4,30,0.168,0.309,0.94,0,38,16,2,29,21,4,39,13,1.231,183,52,3,27.1,1.506,11.937,23,0,0,4,11,none,-0.34,CXB-01-N,Kutupalong Outreach Post,9.24,192,7,8,28,185,36,0,1240,18,0.014,6929,4.91,2,0,0.03,1,3285,3249,1,lower-risk district store,CXB-01-N,766,528,151,16,9,44,228,145,158,29.42,19,Start at Kutupalong Outreach Post; visit highest-risk blocks in Kutupalong Fringe North Sector; prioritize absent/refusal follow-ups; carry 158 MR doses; sync offline forms after route.,H-CXB-01,Coxs Bazar District Hospital,16.27,45,10,13,1,0,5,12,33,12,1,critical,0.658,0.811,186,271,1.6,critical,195,153,111,160,Reallocate MR stock immediately,"[""critical_outbreak_priority"", ""stockout_likely_72h"", ""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Kutupalong Fringe North Sector has camp fringe conditions, 5695 estimated zero-dose children, 183 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 145 children, 228 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.609,True
ZMC-043-052,2026-05-05,52,8,Coxs Bazar,Chattogram,Teknaf Upazila,Teknaf Coastal Belt North Sector,coastal_hard_to_reach,20.846546,92.326436,7.78,28305,3637,2332,1166,275,4516,5174,5.47,0.795,0.84,0.554,0.567,0.84,0.804,0.233,0.744,6,8,10,3,4,0.812,0.662,0.572,0.544,2332,1282,0.422,1088,135,530,2,30,0.15,0.294,0.737,0,5,1,0,3,2,0,5,2,0.5,43,14,0,10.3,1.307,15.192,4,0,0,1,10,vaccine_causes_measles_myth,-0.371,TEK-01-N,Teknaf Health Complex,8.43,238,3,5,19,134,0,0,0,0,0.0,1231,5.19,0,1,0.0,1,746,746,1,lower-risk district store,TEK-01-N,533,346,0,19,3,26,58,48,51,26.1,25,Start at Teknaf Health Complex; visit highest-risk blocks in Teknaf Coastal Belt North Sector; prioritize absent/refusal follow-ups; carry 51 MR doses; sync offline forms after route.,H-CXB-02,Teknaf Upazila Health Complex,15.9,45,4,18,2,0,0,7,13,5,0.839,critical,0.606,0.757,36,47,-16.3,high,33,26,19,28,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Teknaf Coastal Belt North Sector has coastal hard to reach conditions, 1088 estimated zero-dose children, 43 suspected cases in last 7 days, rumor topic: vaccine_causes_measles_myth.","Tomorrow focus: Reallocate MR stock immediately. Target 48 children, 58 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.643,True
ZMC-044-052,2026-05-05,52,8,Rangamati,Chattogram,Rangamati Sadar,Hill Tract Cluster North Sector,hill_remote,22.710796,92.297719,10.66,10757,1009,991,446,78,1464,2003,5.37,0.899,0.832,0.595,0.566,0.897,0.766,0.209,0.237,2,3,8,4,1,0.809,0.631,0.543,0.459,991,545,0.423,561,60,131,0,30,0.134,0.315,0.563,0,3,0,0,2,1,0,4,1,0.0,25,6,0,4.2,1.445,23.241,3,0,0,6,11,fever_after_vaccine_fear,-0.209,RGT-01-N,Rangamati Outreach Clinic,8.95,133,2,7,18,124,0,187,187,6,0.031,540,4.69,1,1,0.0,1,365,365,1,lower-risk district store,RGT-01-N,755,440,176,26,7,39,29,25,27,25.43,35,Start at Rangamati Outreach Clinic; visit highest-risk blocks in Hill Tract Cluster North Sector; prioritize absent/refusal follow-ups; carry 27 MR doses; sync offline forms after route.,H-RGT-01,Rangamati General Hospital,11.09,45,8,17,2,0,0,6,9,4,0.718,high,0.657,0.655,22,30,-12.0,high,21,17,12,18,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Hill Tract Cluster North Sector has hill remote conditions, 561 estimated zero-dose children, 25 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Reallocate MR stock immediately. Target 25 children, 29 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.619,True
ZMC-045-052,2026-05-05,52,8,Rajshahi,Rajshahi,Rajshahi City,Shiroil Bus Terminal Area North Sector,dense_urban,24.392191,88.622194,1.67,34498,20703,3209,1300,253,5047,6232,5.54,0.646,0.527,0.597,0.732,0.485,0.428,0.585,0.243,5,8,10,3,4,0.864,0.856,0.739,0.744,3209,1964,0.598,751,118,355,2,30,0.107,0.224,0.79,0,3,1,0,2,1,0,4,1,1.0,22,6,0,29.4,1.529,6.377,2,1,0,3,6,fever_after_vaccine_fear,-0.062,RCC-01-N,Shiroil Urban Clinic,5.98,112,2,3,11,76,0,0,0,0,0.0,2572,5.38,0,1,0.0,1,423,423,1,lower-risk district store,RCC-01-N,489,340,0,16,7,28,72,41,44,17.5,46,Start at Shiroil Urban Clinic; visit highest-risk blocks in Shiroil Bus Terminal Area North Sector; prioritize absent/refusal follow-ups; carry 44 MR doses; sync offline forms after route.,H-RAJ-01,Rajshahi Medical College Hospital,7.27,100,26,20,6,0,0,9,8,3,0.546,moderate,0.378,0.541,22,32,0.0,moderate,23,18,13,19,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Shiroil Bus Terminal Area North Sector has dense urban conditions, 751 estimated zero-dose children, 22 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Reallocate MR stock immediately. Target 41 children, 72 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.728,True
ZMC-046-052,2026-05-05,52,8,Rajshahi,Rajshahi,Paba Upazila,Paba Char Community North Sector,river_char,24.433679,88.623534,8.38,15902,1897,1807,786,118,2482,3225,4.93,0.906,0.864,0.583,0.576,0.885,0.82,0.222,0.669,1,2,6,0,5,0.788,0.736,0.635,0.597,1807,993,0.36,692,91,227,2,30,0.13,0.324,0.865,0,0,0,0,0,0,0,0,0,0,15,3,0,25.0,1.502,9.433,3,0,0,4,7,fever_after_vaccine_fear,-0.34,PAB-01-N,Paba Union Clinic,9.47,177,2,6,20,111,0,0,0,0,0.0,1250,4.47,3,0,0.0,1,373,373,1,lower-risk district store,PAB-01-N,605,558,0,24,15,45,50,28,30,27.59,42,Start at Paba Union Clinic; visit highest-risk blocks in Paba Char Community North Sector; prioritize absent/refusal follow-ups; carry 30 MR doses; sync offline forms after route.,H-RAJ-02,Paba Upazila Health Complex,14.5,120,39,33,5,1,0,5,9,2,0.469,moderate,0.587,0.581,17,24,13.3,moderate,17,13,9,15,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence"", ""cold_chain_temperature_excursion""]","Synthetic note: Paba Char Community North Sector has river char conditions, 692 estimated zero-dose children, 15 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Reallocate MR stock immediately. Target 28 children, 50 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.664,True
